voteDistribution,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0.5555555555555556,0.5464884039621087,0.2612700280233376,0.22537650896005715,0.6391052127978124,0.6840017552769512,0.7269807213341488,0.5826623162274807,0.7178860021965059,0.7107303851860766,0.684564856236053
0.5714285714285714,0.507790813926135,0.20877992419584185,0.18749117854622438,0.6086768507957458,0.6754440069198608,0.81152450917901,0.5681212334653796,0.7401648680676256,0.8134489800704032,0.7333148976956045
0.625,0.5649989643164361,0.2741704214591897,0.2344865428208771,0.6382273644208908,0.7055409908294678,0.6188426021526713,0.6181942169746246,0.7257613477126075,0.6049249566676383,0.6419307808768855
0.6666666666666666,0.5810642587291877,0.2782389458000187,0.2323587114411368,0.6345922459255565,0.686543904651295,0.7527791721658317,0.5857452490950417,0.7100836304190051,0.7329814257433482,0.6953973693558066
0.7142857142857143,0.5962962962962963,0.2669962917181706,0.2333333333333333,0.6787146925926208,0.6726893186569214,0.8867538780010198,0.489292224279768,0.6813885546730755,0.8639304227206084,0.730341269918618
0.75,0.5616858790885149,0.26773702843842034,0.2325578161062974,0.6455162534346948,0.6814405024051666,0.7349790717317444,0.5764662002848747,0.692543122202903,0.729622745979606,0.683402785049782
0.7777777777777778,0.5535586972605888,0.2679063779742012,0.23008944066739773,0.6439887535572052,0.6691489624977112,0.6853761510934622,0.5726065324062796,0.7031535968514988,0.6730816755457643,0.6585544889742512
0.875,0.5576498701596045,0.26404946239776167,0.2342601261477439,0.6341938455899556,0.6824535131454468,0.6516146036241073,0.63291093508956,0.7296905436734793,0.629551270919085,0.6609418383265578
0.8888888888888888,0.567698092819143,0.27927202263961404,0.24528687555510145,0.6500175938461766,0.6861081719398499,0.5600876317277632,0.6151284171178973,0.7055631424757883,0.5655337046809262,0.6115782240005938
1.0,0.57650032263786,0.28642434001580686,0.24660525044022136,0.6448383333824449,0.6732449665413065,0.6652075207021693,0.6037962742862835,0.698646159121139,0.6500836040480114,0.6544333895394008
