issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5632971084226057,0.2725308689322552,0.24687553512949498,0.6508761332585261,0.7084433922400841,0.7075597443861835,0.6183676457803665,0.734683003037084,0.6770346306380131,0.6844112559604117
2.0,0.5451660094553306,0.2734624924134856,0.24607380472745066,0.6479643649525113,0.7040477063920763,0.6984729623000746,0.6106876196103139,0.735932986474417,0.6617247812962543,0.676704587420265
3.0,0.5380990097116047,0.27226780071357565,0.23525517177872626,0.6393446703751882,0.7262221972147623,0.7451130676464911,0.5907012071538454,0.7219494444599941,0.7072224428543492,0.69124654052867
4.0,0.5364950458608169,0.2694416151710888,0.2538647423974382,0.6382098853588104,0.7238991260528564,0.6247693474766167,0.6232303079079631,0.7307692939615863,0.6069681453186319,0.6464342736661994
5.0,0.5481319576657013,0.2687724747248187,0.2454626481347793,0.6563087403774261,0.697586464881897,0.7926085021422369,0.5867780195211025,0.7521893579163956,0.7130444141387529,0.7111550734296219
6.0,0.5693373618289477,0.27494968042712675,0.25043028140776946,0.6550092763370938,0.6696770191192627,0.5587737237281002,0.6265373434815944,0.7217886417439806,0.5669813758812268,0.6185202712087254
7.0,0.5244508621291529,0.26647897465017156,0.24415597252203694,0.6316928820950645,0.7202709146908352,0.7188236142441864,0.6044296444509017,0.7284070014236254,0.6725185750001136,0.6810447087797068
8.0,0.5706889651393955,0.2872111838838612,0.254912207238363,0.6513363161812658,0.6941246364427649,0.7156528414679894,0.6210991865862097,0.739226902793698,0.6886629042535856,0.6911604587753707
9.0,0.5814000427710224,0.29033492303257297,0.2611839467355572,0.6580911437049508,0.6931564789265394,0.6771155685135225,0.6169160471539522,0.7310556298140873,0.6553638617320388,0.6701127768034002
10.0,0.5582061187388606,0.2733062103638865,0.24162736652406938,0.6485180921024747,0.6878570296146251,0.6850991058655101,0.5990577027058039,0.7251754725884537,0.674051164725808,0.6708458614713939
12.0,0.5705346609524374,0.2903878469424544,0.26579539315499867,0.6568509787321091,0.6508695930242538,0.5968694430123882,0.655602458788547,0.7318971824470457,0.5758861707231088,0.6400638137427724
13.0,0.49863485489015885,0.2518451999383366,0.22365251131940997,0.6409016450246176,0.7169756491978964,0.6764586763954137,0.5825198832437545,0.7504847984593283,0.6561977773976125,0.6664152838740272
14.0,0.6337177375068643,0.3562396921385376,0.3404722679846238,0.694739580154419,0.8116838335990906,0.8947484399744438,0.6399760598170005,0.7173289152436817,0.8702625782396268,0.7805789983186882
