Folder Name,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
sled_issueArea,1.3407758947713817,0.6620453156695543,0.569575280362482,0.5652114648518738,1.137565822271399,4.724894072886714,2.037003681881799,2.7942254740804287,7.409579205326035,2.917482476382678
top_k_500_issueArea,1.0726900763967198,0.3958080342792452,0.5606995630460218,0.4245185508314073,0.8531260164829123,4.278221125654915,1.2053447639575996,1.361860492120981,3.566805853981962,1.9049997375327907
top_k_100_issueArea,1.2781862149154952,0.48006666203768,0.5866310595254904,0.4476159067772271,0.933530931463976,3.842314927228118,2.4439263491357512,1.404657965484838,4.444711914173967,1.6223513799420877
top_k_1000_issueArea,1.3318948907477646,0.2971195045768623,0.1714176186977289,0.3433132680220793,1.805230179229229,2.580227896911438,2.486625021992663,0.7816239505030531,3.1561812368747133,1.4015420079326932
top_k_25_issueArea,1.6273782596556965,1.2899054228896,0.8108908681197492,0.5792615989343642,0.7130946641225123,3.49741275802557,1.6337515110934109,0.8680414736635534,3.894933118809616,1.7895027242225712
top_k_10_issueArea,2.1997218005920653,1.130373389637248,0.7517073898798663,0.5206150209127655,0.7161396511854395,2.385221163749813,2.1344563710696924,1.0060735559590082,2.972719966629888,1.6816729765325935
top_k_75_issueArea,2.119373492332107,0.9773310595698876,0.7928581209775183,0.515030096207981,0.9933498880052276,6.189911146373588,1.2585960432164085,2.0563132057155094,6.064857459165879,3.117174361501132
top_k_250_issueArea,0.7678801989893986,0.2801713761253991,0.5906403304888693,0.5242365878112675,0.4763612074886034,4.9974337414317,2.223172507926455,1.1982821036800997,4.657258421002639,1.895189700267497
top_k_50_issueArea,1.0135008633444766,0.301529434715751,0.3540847356212913,0.5459157444148311,0.9562342809165558,4.009149535749448,1.4127618341390749,1.348014836713605,2.581639788971341,1.348014836713604
top_k_1500_issueArea,0.9670698009968064,0.4477231287302452,0.5218428882336138,0.5765622256096913,0.9627169885277832,5.079021165539674,1.9532803178243503,0.6977506718018974,4.244603161663055,2.1827468932517142
top_k_2000_issueArea,2.025531041480233,1.14335646235109,0.8631430935829811,0.3539717502852472,1.0363512917925106,6.393004301578404,2.5194713731257203,1.2517987058628852,5.714364356601705,3.212298865298809
liberal_issueArea,0.7550629112862047,0.5590563477861602,0.6591813104146684,0.4657295352455123,0.8479009376100488,5.151275570186476,1.2525653675557196,1.4311673556925488,5.670961117835319,2.7945690186502805
mixed_conservative_75_issueArea,1.9209310242692224,1.0651309778614078,0.660587617201533,0.5107484703843962,1.1168097420778529,3.758304937069368,1.604087279420918,1.434745970546702,3.411705731741819,1.7659286508803231
temperature_0.7_issueArea,1.6158391009008288,0.8284829509410554,0.5023783434822803,0.2733056896590373,1.121042372080556,5.22930970587897,1.663521565835562,0.8556634852557409,3.602284830493001,2.1949341675776965
temperature_0.5_issueArea,1.3345351250529147,0.5721048854886664,0.6851685923916829,0.6150772309230792,1.2762664298648645,1.1346365056704284,1.7410295804494518,1.3249241487722987,2.5233517392547533,0.4892851929090051
temperature_0.9_issueArea,1.198442322350142,0.4412436968388333,0.565388362101661,0.5893046750196369,0.9351491859591162,3.871674573101411,2.041799206582272,1.4511981256878734,2.303921873675408,1.4163135246124023
temperature_0.4_issueArea,1.2827875895876135,0.6853728912059478,0.5769714031041746,0.6038741590762104,0.985442032795436,4.596327229430036,1.5322454111531858,1.6913734064363188,4.679446121070311,2.421459064283352
temperature_0.8_issueArea,0.9928222398798268,0.5817078304441146,0.379452236783497,0.5321127700027523,1.114224393917131,2.3010206431060154,1.7232805923586565,0.8037064140592628,2.613307482865342,1.4018473526029878
temperature_0.6_issueArea,1.3749705451390584,0.5821133910158736,0.1811077027627492,0.561761515235779,0.7508555120660713,2.411774450482464,2.3297862562904763,0.6759467434643083,2.783699696447158,1.5114946245355958
mixed_issueArea,1.923503054325623,1.1525345981791606,0.4437386618269801,0.4151433487363112,1.4057880352314869,1.6622707360715914,1.3590732136275818,1.7673664023059843,2.2098271425611564,0.7495705437115305
issueArea,1.7558063674562758,0.3852998832078722,0.3232584105634376,0.6381535865291383,1.2505102958392642,3.273373794726169,1.815213486067134,0.6266226934926606,3.2491635846783717,1.885082491563696
