Folder Name,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
sled_decisionDirection,0.4100000000000001,0.1799999999999997,0.2299999999999995,0.2100000000000008,0.5799999999999983,1.6300000000000008,0.3399999999999998,0.1549999999999975,1.389999999999997,0.8800000000000026
top_k_500_decisionDirection,0.4350000000000023,0.1699999999999999,0.1650000000000009,0.2199999999999988,0.1450000000000031,0.4400000000000048,0.004999999999999,0.2049999999999983,0.0600000000000022,0.1450000000000031
top_k_100_decisionDirection,0.0100000000000015,0.004999999999999,0.0600000000000005,0.0449999999999946,0.3549999999999969,0.0799999999999983,0.6350000000000016,0.4399999999999977,0.1649999999999991,0.2450000000000045
top_k_1000_decisionDirection,0.1400000000000005,0.08,0.120000000000001,0.0900000000000034,0.2149999999999963,0.6099999999999994,0.2950000000000017,0.6950000000000003,0.5700000000000003,0.0500000000000042
top_k_25_decisionDirection,0.0250000000000021,0.0199999999999995,0.2249999999999996,0.2250000000000014,0.3549999999999969,2.2250000000000014,0.245000000000001,0.240000000000002,2.740000000000002,1.1199999999999974
top_k_10_decisionDirection,0.0799999999999983,0.125,0.0100000000000015,0.0700000000000002,0.5050000000000026,1.2049999999999983,0.495000000000001,0.4500000000000028,1.1699999999999946,0.3599999999999994
top_k_75_decisionDirection,0.0549999999999997,0.0400000000000009,0.0350000000000001,0.0349999999999965,0.3200000000000003,1.355000000000004,0.2149999999999998,0.4750000000000014,1.605000000000004,0.8049999999999997
top_k_250_decisionDirection,0.0800000000000018,0.0449999999999999,0.125,0.2900000000000062,0.3999999999999986,1.4149999999999991,0.625,0.4450000000000003,0.8350000000000009,0.2950000000000017
top_k_50_decisionDirection,0.120000000000001,0.0050000000000007,0.0099999999999997,0.1550000000000011,0.8200000000000003,0.8150000000000048,0.8150000000000013,0.6799999999999997,0.4399999999999977,0.6849999999999952
top_k_1500_decisionDirection,0.1900000000000012,0.1099999999999994,0.1499999999999985,0.1550000000000011,0.3299999999999983,2.535000000000004,0.4149999999999991,0.4199999999999946,2.799999999999997,1.125
top_k_2000_decisionDirection,0.2800000000000011,0.0349999999999983,0.0150000000000005,0.0349999999999965,0.3249999999999957,1.9699999999999989,0.1749999999999971,0.2849999999999966,1.5349999999999966,0.8449999999999989
liberal_decisionDirection,0.4600000000000008,0.1899999999999995,0.0749999999999992,0.1600000000000037,0.1099999999999994,2.0649999999999977,0.6550000000000011,0.1049999999999968,2.509999999999998,0.9549999999999984
mixed_conservative_75_decisionDirection,0.2349999999999994,0.0950000000000006,0.1850000000000005,0.0799999999999983,0.0349999999999965,0.8050000000000068,0.2699999999999996,0.0949999999999988,0.6749999999999972,0.4600000000000008
temperature_0.7_decisionDirection,0.5150000000000006,0.1000000000000014,0.1400000000000005,0.1649999999999991,0.3200000000000003,0.5849999999999937,0.2099999999999973,0.3549999999999969,0.3350000000000008,0.2650000000000005
temperature_0.5_decisionDirection,0.0199999999999995,0.1550000000000011,0.120000000000001,0.1149999999999948,0.240000000000002,0.009999999999998,0.2750000000000021,0.029999999999994,0.0499999999999971,0.0700000000000002
temperature_0.9_decisionDirection,0.259999999999998,0.1999999999999993,0.3249999999999993,0.25,0.0499999999999971,0.3649999999999949,0.254999999999999,0.0450000000000017,0.5249999999999986,0.144999999999996
temperature_0.4_decisionDirection,0.3049999999999997,0.0599999999999987,0.125,0.2299999999999968,0.1499999999999985,0.2100000000000008,0.3500000000000014,0.4200000000000017,0.3800000000000025,0.3400000000000034
temperature_0.8_decisionDirection,0.0899999999999998,0.1450000000000013,0.129999999999999,0.0750000000000028,0.5200000000000031,1.7800000000000011,0.6350000000000016,0.0450000000000017,1.7750000000000057,0.7199999999999989
temperature_0.6_decisionDirection,0.0950000000000024,0.0749999999999992,0.0350000000000001,0.1499999999999985,0.4450000000000003,0.2399999999999948,0.7949999999999982,0.1700000000000017,0.0700000000000002,0.3200000000000003
mixed_decisionDirection,0.1600000000000001,0.1099999999999994,0.1300000000000007,0.0799999999999983,0.3099999999999951,0.1149999999999948,0.5350000000000001,0.5949999999999989,0.2250000000000014,0.1950000000000002
decisionDirection,0.2749999999999986,0.0399999999999991,0.3049999999999997,0.2250000000000014,0.4549999999999983,0.5600000000000023,0.1699999999999981,0.5700000000000003,0.1650000000000062,0.0050000000000025
conservative_decisionDirection,0.2449999999999974,0.0549999999999997,0.0900000000000016,0.1950000000000002,0.0799999999999983,2.674999999999997,0.254999999999999,0.1200000000000045,2.9750000000000014,1.3800000000000026
mixed_liberal_75_decisionDirection,0.3850000000000015,0.084999999999999,0.0050000000000007,0.1499999999999985,0.490000000000002,0.6300000000000026,0.6050000000000004,0.2450000000000045,0.605000000000004,0.0949999999999988
top_p_0.4_decisionDirection,0.0650000000000012,0.0400000000000009,0.1549999999999993,0.2849999999999966,0.4149999999999991,0.0799999999999983,0.5650000000000013,0.2899999999999991,0.1700000000000017,0.1550000000000011
top_p_0.7_decisionDirection,0.4499999999999993,0.2799999999999993,0.2599999999999998,0.2149999999999963,0.3200000000000003,1.7899999999999991,0.3900000000000005,0.1299999999999954,1.5349999999999966,0.9600000000000009
top_p_0.6_decisionDirection,0.5500000000000007,0.1900000000000012,0.2650000000000005,0.259999999999998,0.5850000000000009,1.4450000000000005,0.2399999999999984,0.125,1.1450000000000031,0.740000000000002
top_p_0.1_decisionDirection,0.2049999999999983,0.1150000000000002,0.0449999999999999,0.2250000000000014,0.384999999999998,0.3249999999999957,0.5,0.3549999999999969,0.0050000000000025,0.1199999999999974
top_p_0.3_decisionDirection,0.0399999999999991,0.125,0.1150000000000002,0.2849999999999966,0.4299999999999997,0.4250000000000042,0.4749999999999978,0.2149999999999963,0.7899999999999991,0.1299999999999954
top_p_0.5_decisionDirection,0.0250000000000021,0.0299999999999993,0.1899999999999995,0.2349999999999994,0.2000000000000028,0.0799999999999983,0.4949999999999974,0.0049999999999954,0.3449999999999988,0.0549999999999997
top_p_0.9_decisionDirection,0.6749999999999972,0.1899999999999995,0.1350000000000015,0.2349999999999994,0.1700000000000017,1.375,0.0449999999999981,0.0700000000000002,0.8100000000000023,0.5750000000000028
top_p_0.8_decisionDirection,0.120000000000001,0.0700000000000002,0.205,0.1300000000000025,0.0149999999999934,0.1149999999999948,0.25,0.3299999999999983,0.0049999999999954,0.1150000000000019
top_p_0.2_decisionDirection,0.2249999999999978,0.0500000000000007,0.0599999999999987,0.2199999999999988,0.3500000000000014,0.3649999999999949,0.5350000000000001,0.1649999999999991,0.7449999999999973,0.1850000000000022
LongT5_tglobal_base_decisionDirection,0.1099999999999994,0.0150000000000005,0.1050000000000004,0.120000000000001,0.5450000000000017,1.0299999999999994,0.2349999999999994,0.0799999999999983,0.9600000000000009,0.4199999999999981
