decisionDirection,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5580600996538002,0.27605866072497404,0.2507418014517264,0.6497708028964414,0.7006933816516673,0.6884118877370466,0.6159492493247397,0.7335551666253707,0.6637002403998478,0.6754041360217513
2.0,0.5557013371857054,0.2747452762927795,0.24655118886046998,0.6471994054944892,0.7004005931971365,0.690693282100818,0.6108918596871318,0.7269612823751859,0.6637805826163989,0.6730817516948836
