issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5754307949103452,0.2784342671117579,0.250577111416924,0.6520466511066143,0.5124378733910047,0.6996796498775885,0.620635455074422,0.727691992135589,0.6760080128145739,0.6810037774755433
2.0,0.5431006848034883,0.27180921430127647,0.2421717224742623,0.6454866800043318,0.5126140488518609,0.7172514825928188,0.6118250964201141,0.727864072134103,0.6933280989332812,0.6875671875200793
3.0,0.5241197077407356,0.2676639479722704,0.24602943601841806,0.6414421637852986,0.5230748991171519,0.6929120872242883,0.5853899489356508,0.7338042128263353,0.6447229789285138,0.6642073069786971
4.0,0.5539935289874548,0.27031246281350885,0.2483992849407209,0.639639464020729,0.5434320598840714,0.7474566228041708,0.63870751427503,0.7322684379433826,0.7193211515532136,0.7094384316439493
5.0,0.5347810630000664,0.26817846054615846,0.24266865498120982,0.6565259456634521,0.50944584608078,0.7811551494876214,0.5995294477767098,0.7449030518582049,0.7373881675235825,0.7157439541615297
6.0,0.5469291112812857,0.26446793127748863,0.253389278801427,0.6483886241912842,0.4586123145288891,0.6505094164871481,0.6810172719114905,0.7338448989084988,0.641575768962184,0.6767368390673304
7.0,0.5346819020051482,0.2625660454893053,0.2457018978390377,0.6376688991274152,0.5323742691959653,0.6739137077304846,0.6276547361628426,0.749532864956169,0.6595918890297495,0.6776732994698115
8.0,0.5663991597115893,0.2831501773833735,0.2573713680461946,0.6504411572131558,0.511372928818067,0.6835336259166241,0.6216131356962943,0.7301142333203912,0.6560429998253295,0.6728259986896598
9.0,0.5787096283385682,0.2941340196637752,0.2616805015937556,0.6578359613195062,0.5221248017624021,0.7301229209290233,0.6175886022728572,0.7234592239685097,0.6995191123759209,0.6926724648865777
10.0,0.5362665410081198,0.26094128022888435,0.2370916382048757,0.6459918662353799,0.5129906722792873,0.6061632519347194,0.6099249838996414,0.7231119356539278,0.6170470858056015,0.6390618143234725
12.0,0.564724785333644,0.28431512770145845,0.2664124957630175,0.6485980898141861,0.4830474257469177,0.7607561557019537,0.6607210275761088,0.7170031439754795,0.6852678103353278,0.7059370343972174
13.0,0.44427635283720823,0.23546115367021322,0.20553696818211617,0.6412678559621176,0.5241574992736181,0.6652268876820061,0.6482554795139298,0.7177243819177846,0.6430060434731594,0.6685531981467201
14.0,0.6192560175054704,0.3253012048192771,0.311816192560175,0.689633846282959,0.5242154002189636,0.91124804038509,0.6544675007541968,0.7895270258774302,0.8844364852512325,0.8099197630669873
