decisionDirection,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5602439614864171,0.2748573998518927,0.24783285456661144,0.6499829351447011,0.7012985002903538,0.727046321778394,0.616193978521688,0.7275978958067699,0.7012573800969898,0.6930238940509604
2.0,0.5545999012798617,0.27417318345856423,0.24752005942328484,0.6493179842045432,0.6948020141375693,0.6876448894211342,0.6127091753386483,0.7332758492002371,0.6706170814473117,0.6760617488518328
