partyWinning,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0.0,0.5607106500696154,0.2742598134973971,0.25094615029292083,0.6539791822433472,0.7038649472718438,0.7364737193837824,0.6236421467931582,0.7390603196366756,0.7148577521815902,0.7035084844988017
1.0,0.5667718219945319,0.2822055812223002,0.2494935342973574,0.6474341484862314,0.7005696726516939,0.7321130798371943,0.611141391659439,0.7281966215020973,0.7113539786202151,0.6957012679047364
