decisionDirection,rouge1,rouge2,rougeL,bert_f1
1.0,0.5617683378799088,0.2778797516330901,0.25401060643949464,0.6518435937757711
2.0,0.5562924589332737,0.2771445012457565,0.24792350568259097,0.647267368592714
