partyWinning,rouge1,rouge2,rougeL,bert_f1
0.0,0.5539969662009245,0.2716985812458395,0.24993760027684464,0.6515877380346259
1.0,0.5615753177744832,0.2806325357287578,0.2513266443761461,0.6483081011704995
