decisionDirection,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5516887373239537,0.2733725891597403,0.2480933639222508,0.6511953072693512,0.7018337777552713,0.6941155771549196,0.6243599498362348,0.7330204108133727,0.6614423360041459,0.6782345684521682
2.0,0.5511726238008546,0.27284049484842815,0.24427637764539364,0.6464788629297624,0.6978099633727157,0.692506671073341,0.6145402282219145,0.7329408940121316,0.6683292396394617,0.6770792582367121
