voteDistribution,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0.5555555555555556,0.5489923343808663,0.26831787207568725,0.23827050896233842,0.6481006271248564,0.5267503422881485,0.7278742384661739,0.6005765976358894,0.7345914155019504,0.7069002244550656,0.6924856190147698
0.5714285714285714,0.5230649306676316,0.2519507113767161,0.2255763744385087,0.6329576075077057,0.4764453023672104,0.8912927874566317,0.5786038179380905,0.7645512459064778,0.8631869327082653,0.7744086960023664
0.625,0.5529308903956973,0.2648940888120107,0.24391355875676757,0.6421231985092163,0.5474667340517044,0.7430380753963455,0.6564088169226845,0.7439163590334495,0.714224035558324,0.7143968217277009
0.6666666666666666,0.5506818128292429,0.26676236150085086,0.2421310068408242,0.641269524530931,0.5166411676190116,0.7186405513752244,0.6217101413767012,0.7422842866081596,0.6845073415305051,0.6917855802226476
0.7142857142857143,0.6164215686274509,0.2785276073619632,0.2438725490196078,0.639764666557312,0.2924005091190338,0.8815078650663902,0.5331120130890223,0.8145068435081716,0.8648571902985877,0.7734959779905429
0.75,0.5523282986028704,0.274467876730176,0.2582711293950081,0.65044072499642,0.5460483580827713,0.6335764684957103,0.6118953735924694,0.7178215311412776,0.5821862092484318,0.6363698956194722
0.7777777777777778,0.5463293501415013,0.2725658199507182,0.24669662798381947,0.6494393491744995,0.523436291217804,0.6662731494121449,0.6052616947316913,0.7215777838758491,0.6372355310094728,0.6575870397572896
0.875,0.5895755464318206,0.28377339250183403,0.2523467443020272,0.6414932370185852,0.5183292746543884,0.7624023590666976,0.612356099822861,0.7733918550826668,0.7501819163738971,0.7245830575865306
0.8888888888888888,0.5765599256927825,0.29033766401785566,0.2652159931262253,0.6551420634443109,0.5007909951788007,0.6656985477931973,0.6116627954526415,0.7107236177809091,0.6588087298455099,0.6617234227180644
1.0,0.5649606267560628,0.28470165019118926,0.2574566990650712,0.6524058474322497,0.5028060739702087,0.6914401461482749,0.6295863481138801,0.7237811347877708,0.6653021266376923,0.6775274389219046
