Folder Name,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
liberal,4,0.555337093733423,0.2705834583757144,0.236537095621883,0.6344224333763122,0.6900517523288727,0.8457675985031363,0.5960732676321383,0.7277843033806033,0.8120838048009436,0.7454272435792053
mixed_conservative_75,0,0.6193390143225489,0.3152797274920426,0.274110347085696,0.673333207766215,0.6713441809018453,0.7894190874847342,0.6131158053424378,0.7206071555498791,0.7840893374062655,0.7268078464458293
mixed_conservative_75,1,0.5643647121888368,0.275532398356151,0.2381092758485357,0.6438459578541017,0.6925926778104997,0.7440103361664709,0.6116769715135167,0.7235428698592837,0.7242883671267806,0.7008796361665129
mixed_conservative_75,2,0.5701968344592906,0.2759761250611603,0.2388364285014712,0.6431459536155065,0.6785995634272695,0.7317607254280952,0.6056354869434509,0.7075040617269446,0.7217601206345358,0.6916650986832567
mixed_conservative_75,3,0.5623588120095029,0.2753421810341735,0.2399883056099953,0.6442777488257859,0.6867755585974389,0.7324215868232599,0.6083952031593283,0.7059719461267324,0.7177679515993622,0.6911391719271708
mixed_conservative_75,4,0.5618920856356573,0.2647310482384367,0.237576984927097,0.6322031557559967,0.7115104615688324,0.6136507323450004,0.5935457133720572,0.7426270827455919,0.6306989776129285,0.6451306265188945
temperature_0.7,0,0.6153832015471065,0.31822100339484,0.2683470786748727,0.6775663693745931,0.6953483323256174,0.6497339737276353,0.6139552243446821,0.70150216749917,0.6324747064652338,0.6494165180091803
temperature_0.7,1,0.5544054992165828,0.2770361758385655,0.2498409269764903,0.6488363651498672,0.7022114400902102,0.7151926803186254,0.6243068823822809,0.7383406044813667,0.6835789421539513,0.6903547773340561
temperature_0.7,2,0.5686629996536788,0.2782788017662698,0.2528831821517836,0.6479615665351351,0.7022223357732097,0.7317549290274482,0.6156374092301463,0.7345325699876247,0.707096886730226,0.6972554487438613
temperature_0.7,3,0.5708914837155515,0.280204663287564,0.2467719938395828,0.6481758238195063,0.6975965892875587,0.7636551944734263,0.5991626206627949,0.7383783316695848,0.7348574892215574,0.7090134090068408
temperature_0.7,4,0.572841002013095,0.2713666270463104,0.2375677518773772,0.6257020056247711,0.7175148367881775,0.7491633075277491,0.6223327333956423,0.7478722495954744,0.7267800729227482,0.7115370908604035
temperature_0.5,0,0.5689657429271452,0.2806471624551584,0.2546196585587803,0.6616792380809784,0.7264101902643839,0.4976476290502633,0.6791189840541182,0.7751332128824436,0.4799812725014841,0.6079702746220773
temperature_0.5,1,0.5614989468601617,0.2786954416042845,0.2500383188086068,0.6494706309130115,0.7064070329070091,0.695154974626183,0.6126444367146615,0.7311434422425134,0.6691870526109471,0.6770324765485762
temperature_0.5,2,0.5581800787562786,0.2754348231603737,0.2521195429050649,0.647767385157446,0.70091746840626,0.7104267789986806,0.6220830670411767,0.7346347450132277,0.6703847592729907,0.6843823375815189
temperature_0.5,3,0.544271165748759,0.2741057928142962,0.2424805500207975,0.6475806629264748,0.696052088187291,0.7260098276637128,0.6123608758589172,0.722402987764696,0.6999418417994617,0.690178883271697
temperature_0.5,4,0.5519208811101779,0.2620002020496829,0.2335203955621789,0.6337119579315186,0.740633076429367,0.7883146245563323,0.650688843252411,0.753666196524881,0.7659851499736006,0.7396637035768062
temperature_0.9,0,0.542371013342295,0.2838998941780243,0.2571242630882413,0.6681483586629232,0.6935802300771078,0.550847010977562,0.6248264648973648,0.7075695305113104,0.5818190030831452,0.6162655023673456
temperature_0.9,1,0.5552965715189561,0.2751083069317688,0.2462811078894141,0.6492966069809852,0.7082122891179977,0.7232149713032242,0.621228159438478,0.7301946563556837,0.6927365495751401,0.6918435841681315
temperature_0.9,2,0.5591590581029111,0.2763218014833634,0.2485824174121858,0.6484503503888845,0.6932985136906306,0.7176313786221272,0.6200145838557652,0.7299962131301884,0.688665873248327,0.6890770122141019
temperature_0.9,3,0.5525522057823331,0.2714419346910227,0.2423240170479913,0.6496650006744887,0.6902293071642027,0.7176523425558192,0.6084400876260925,0.7357867444735192,0.6865717281421104,0.6871127256993853
temperature_0.9,4,0.5683749418670564,0.2791005398760665,0.2611018921574988,0.6402854979038238,0.734188562631607,0.7652049017327617,0.6497210116764724,0.7635130451212919,0.7326936715525095,0.727783157520759
temperature_0.4,0,0.5666801963613807,0.2885127343763816,0.2582979824603889,0.6674148241678873,0.724206546942393,0.5993000074773688,0.6623867315305239,0.7550648476888702,0.5306601123837993,0.6368529247701405
temperature_0.4,1,0.5612639146192511,0.2812262723831105,0.2523235226420047,0.6503671958081184,0.7029720172286034,0.711912226186159,0.6143981576963427,0.7264965535258896,0.6883863834188922,0.6852983302068208
temperature_0.4,2,0.5661385646184902,0.2780210775372602,0.252216347881738,0.648282939568162,0.6977496066441139,0.688837767114583,0.6189523402863388,0.7298348936759163,0.6516208658633865,0.6723114667350562
temperature_0.4,3,0.5520188797922452,0.2748400419856186,0.2469517770106747,0.647585106419993,0.6958846305752848,0.7092959858550112,0.613794760949448,0.7285188679966588,0.6891677223611796,0.6851943342905743
temperature_0.4,4,0.4814310423288769,0.23901500079817,0.2290899572006624,0.631553566455841,0.7224393606185913,0.6275213916123501,0.6825552202969958,0.7502807873691559,0.5400158936475299,0.650093323231508
temperature_0.8,0,0.5594607290980426,0.2816104175721106,0.2623858459055675,0.6575810213883718,0.7324815094470978,0.460908744254448,0.6536857616807107,0.7606463619372366,0.4852437357077584,0.5901211508950385
temperature_0.8,1,0.5540104657341915,0.2775223614478038,0.2492912792556161,0.6502881314485304,0.6993434842555754,0.6976275616325954,0.6148969124802961,0.7316392467163711,0.6750100475185897,0.6797934420869631
temperature_0.8,2,0.5627260860907606,0.2740204145713285,0.2475224415442045,0.6466095789025227,0.6996391856422027,0.6969768007639492,0.6122569891692934,0.7240043989476029,0.6801625053426723,0.6783501735558795
temperature_0.8,3,0.5586568096360907,0.2790656137488836,0.2499831379365627,0.6499671601987147,0.7002433106139466,0.7325420834053901,0.6074980276700934,0.7281911411347972,0.705085563009537,0.6933292038049544
temperature_0.8,4,0.5442150500447742,0.2656969952111968,0.2452941435736738,0.6339930355548858,0.7114461481571197,0.7087039812416006,0.63737292675689,0.7639765532449065,0.6791827691584599,0.6973090576004642
temperature_0.6,0,0.5351610785968548,0.2647161875240415,0.2490310092125954,0.6670445104440054,0.7137467960516611,0.5723838018880111,0.7338649526261666,0.8189016272856234,0.5538081039827341,0.6697396214456338
temperature_0.6,1,0.5524678000359867,0.2773715753971595,0.2489894750447489,0.6506916005765239,0.7031054494361724,0.7156354932473729,0.6210073137460351,0.7329047710875161,0.688459269820161,0.6895017119752713
temperature_0.6,2,0.5621892657666191,0.2758622821483932,0.2474195080383955,0.6470068916678429,0.6932116521832844,0.7338922171656912,0.6154065913204169,0.7282802993120271,0.6997395089768791,0.6943296541937536
temperature_0.6,3,0.5534620878841552,0.2752172080620904,0.2460658963952103,0.649282232090667,0.6905422472691798,0.7193689209630401,0.6154441805150335,0.7237839383986562,0.6997465990480068,0.6895859097311842
temperature_0.6,4,0.5285924223602863,0.2624954303382306,0.2376033391431009,0.6328431963920593,0.7196658670902252,0.71083244266788,0.6569234500508784,0.7502276967434366,0.6784039451414305,0.6990968836509064
mixed,0,0.6175016021639745,0.324576601096292,0.2801990843016025,0.6800365746021271,0.6389938592910767,0.5326940528485299,0.5908986324066666,0.6654104694653915,0.5311761776786279,0.5800448330998039
mixed,1,0.5656599178558132,0.2783550778243054,0.239164272280778,0.6446553048106932,0.6945746992864916,0.734644965586626,0.6067110049329104,0.7159329498705952,0.7106501064390767,0.6919847567073021
mixed,2,0.5717960182325138,0.2785323884003314,0.2415088264173654,0.6442833309993148,0.684387068108966,0.7534035905978569,0.6084548417034389,0.7133581593612978,0.7338942385585391,0.7022777075552832
mixed,3,0.5620326352946731,0.2759972750768931,0.2391314456755106,0.6441249140016325,0.6936005877924489,0.6912321356843384,0.608551502641956,0.720472180970342,0.6851695442827984,0.6763563408948587
mixed,4,0.5815071700744265,0.2847321622026911,0.2479976435282032,0.6450446724891663,0.713031005859375,0.8017744214808185,0.6504619843546331,0.714260442090986,0.8019342490711837,0.7421077742494053
all,0,0.537625929609415,0.2731386792444487,0.2633138032952095,0.6655744810899099,0.4872616777817408,0.3937096839278459,0.712731501276293,0.7386222516811779,0.2765264775343309,0.5303974786049119
all,1,0.5574457905592506,0.2769720247579454,0.2496841934725583,0.6505308172875836,0.5142164359530134,0.7037372044883264,0.6184375326736958,0.7308294011354085,0.6756720519226613,0.682169047555023
all,2,0.5659649635296341,0.2795197737544993,0.2530576249865867,0.6485250710199276,0.512036289088428,0.6932901754652533,0.6175643094750897,0.7264521030028682,0.6733757412202807,0.677670582290873
all,3,0.5515987668693138,0.2768756001050864,0.2495001375940997,0.64946872650922,0.5201756603770203,0.7233757453900607,0.6149565113742544,0.7276797580830933,0.6964131066927319,0.6906062803850351
all,4,0.5393582901371154,0.2599307397046329,0.2415838687232582,0.6310671687126159,0.5261825829744339,0.6930993535525215,0.6418072192585285,0.7352303841760535,0.6691513959241574,0.6848220882278152
conservative,0,0.5217441496805089,0.267557156697172,0.2574020386432599,0.655434807141622,0.7146206200122833,0.6213898007389277,0.6736327514837818,0.730649695783657,0.5487986877291556,0.6436177339338806
conservative,1,0.5323892623713747,0.2613727514396938,0.2319737438346251,0.6431709929339348,0.6942560577825192,0.6646476397667948,0.6106764660386689,0.721684989129522,0.6304059373162103,0.6568537580627989
conservative,2,0.5467331710323817,0.2676006931780053,0.2360296321860787,0.6427494020511707,0.6757688346939782,0.6812016146564847,0.6153826365584073,0.7318483613191654,0.654021727032367,0.6706135848916062
conservative,3,0.5481152701159984,0.2688440257370565,0.236011700678136,0.6442189334513067,0.6749609957684527,0.6894293546963226,0.6000716164592533,0.7203803370731171,0.6696129389916711,0.6698735618050911
conservative,4,0.5225905517229018,0.2398254351248922,0.2192035399585097,0.6283338725566864,0.7115660190582276,0.7195643248732799,0.6563427307449647,0.7613011906065864,0.6936662873058422,0.7077186333826683
mixed_liberal_75,0,0.5242576530676621,0.2672505230565866,0.2291256165009196,0.6547532975673676,0.6749972701072693,0.6180754359332171,0.6504247288718338,0.6892150351455827,0.5511884687950735,0.6272259171864268
mixed_liberal_75,1,0.5597446604457892,0.2734107006462496,0.2374904454213536,0.6436471045017242,0.689359140732596,0.6833268622836841,0.6188685711098546,0.7065079789303413,0.6595898584878086,0.6670733177029221
mixed_liberal_75,2,0.5720412502440027,0.2775050066600076,0.2390205699712595,0.6432391749694943,0.6837175982072949,0.7047210805759371,0.6228194699308879,0.7000346745746387,0.6894642061713557,0.6792598578132049
mixed_liberal_75,3,0.5615178515852008,0.2755040820891952,0.234377465395663,0.6424902304188236,0.6895836205272884,0.6707380837366558,0.6159670316198715,0.7075024008271376,0.6670634521403338,0.6653177420809997
mixed_liberal_75,4,0.5501947970077903,0.2619957021209277,0.2289775625874769,0.6226345181465149,0.6684182107448577,0.7774964593000067,0.6177630870040456,0.7532581398549294,0.7329218852403836,0.7203598928498414
top_p_0.4,0,0.5807048104235177,0.3060937583952118,0.2672947074419885,0.6736452778180441,0.6756157378355662,0.8424121523994493,0.6380632559862721,0.7026208393635579,0.7598337484306749,0.7357324990449886
top_p_0.4,1,0.5453384035513299,0.2716585994390781,0.2468210156411258,0.6492775902152061,0.7095748493748326,0.6994491015193143,0.62395734157839,0.7395498288899229,0.6528317141539116,0.6789469965353847
top_p_0.4,2,0.5529596861415715,0.2728391281580748,0.2458244191892126,0.6477698354671398,0.6933108399001261,0.6932766933000029,0.6147075055147782,0.7272669610426208,0.6618180826105713,0.6742673106169933
top_p_0.4,3,0.5423595114122545,0.2714102278206522,0.2428232016635279,0.6485727350790422,0.6894057091775831,0.7274144541950884,0.6136751561606545,0.735018752962406,0.685076159466408,0.6902961306961393
top_p_0.4,4,0.5393196703106924,0.2600243589571441,0.2344795442013713,0.6337114155292511,0.7165591657161713,0.6179248166881818,0.6144524882782247,0.7499072472235794,0.596589144333971,0.6447184241309892
top_p_0.7,0,0.5841389061871678,0.3134369366566922,0.2788019372294536,0.6742086410522461,0.6962726215521494,0.5710443281339866,0.672557637901788,0.7395079546189431,0.5405572425239752,0.6309167907946732
top_p_0.7,1,0.5554713600236703,0.274842145505938,0.2476202658512243,0.6503583416342735,0.7115695671208443,0.7022215185134085,0.6136492483968582,0.7342449562757666,0.6779450723856861,0.6820151988929299
top_p_0.7,2,0.5629590105962169,0.2781092204145395,0.2513139830678774,0.6492023980244994,0.6945000638564428,0.696560110018638,0.6187446933262651,0.7328364051156978,0.6591551391508116,0.6768240869028532
top_p_0.7,3,0.5657547195319959,0.2868106302723956,0.2518429056766062,0.648844451039702,0.6917197966313624,0.7201772504373287,0.6056777658445844,0.7350876017923649,0.6966000641981643,0.6893856705681106
top_p_0.7,4,0.5506613109528705,0.2738529536828926,0.2475814470118407,0.6458463788032531,0.6919780254364014,0.6181438425289624,0.6116723927071342,0.7560985155013727,0.5844879093997328,0.6426006650343006
top_p_0.6,0,0.5848859070765565,0.3018068324761765,0.2643488901080075,0.6805715560913086,0.707896222670873,0.7116874877590921,0.6435169998350788,0.7401831754117306,0.6785451346964626,0.6934831994255911
top_p_0.6,1,0.5554469523244667,0.2781015002057062,0.2474696671417718,0.6506776590981791,0.7056335984699188,0.7068658363315891,0.6175412482319577,0.7405657739697268,0.6821664133790621,0.6867848179780839
top_p_0.6,2,0.5643772992524672,0.2792748675991126,0.2515610792031365,0.6493757755185167,0.6980457821240028,0.6966328948203239,0.6147811434299204,0.7355613527528204,0.6701278899392159,0.6792758202355702
top_p_0.6,3,0.5487160967628057,0.2717837163122277,0.2439748077486612,0.6454139102946271,0.6928790457301087,0.6462577637456384,0.6070795923310781,0.7409674419572845,0.6153790959464795,0.6524209734951202
top_p_0.6,4,0.5221446473667507,0.2612957410251636,0.2369898408099901,0.6295060873031616,0.727756941318512,0.6080895182071946,0.6186761086673583,0.7587916653504742,0.5580111304643589,0.6358921056723464
top_p_0.1,0,0.5519703837161757,0.2903533238685169,0.2651551380182254,0.6693000296751658,0.7140883406003317,0.3267512771422461,0.690010583213145,0.7535825771003829,0.3151156467358961,0.5213650210479176
top_p_0.1,1,0.5530777865385983,0.2747406445548913,0.2481647030177844,0.6488424561196758,0.708182496168921,0.6991306711046532,0.6171716107473467,0.7370487407738023,0.6639529236385232,0.6793259865660813
top_p_0.1,2,0.5582075141029051,0.2744325812020889,0.2488598930753142,0.6479818153505524,0.6930246801736454,0.6861865478631753,0.6113186212190695,0.7259405945136873,0.6552459892389031,0.6696729382087089
top_p_0.1,3,0.54224736910918,0.2707831300198913,0.2417324756225212,0.647341753755297,0.6908355512461819,0.7008941600429108,0.6144205192044621,0.7312593343360401,0.6703751514355502,0.6792372912547407
top_p_0.1,4,0.5359511066057594,0.2618067617921683,0.2323861502408844,0.6349183857440949,0.7261012077331543,0.6928625863296805,0.6333179776892421,0.7735931236975283,0.6317325363802011,0.682876556024163
top_p_0.3,0,0.5903868685235752,0.3081849528303641,0.2745231184494315,0.6670148273309072,0.7071943680445353,0.7249682092499318,0.6879269247236047,0.7328813591167008,0.638315107191792,0.6960229000705073
top_p_0.3,1,0.5513579786861307,0.2757784388270782,0.2491799737033672,0.6491990865718934,0.7086278966838314,0.7168695214005727,0.616191418338214,0.7348805835932809,0.6883774753030208,0.6890797496587722
top_p_0.3,2,0.5583823078477866,0.2753940930285156,0.2497125607849043,0.6477413438260555,0.6903981389477849,0.6835965264420208,0.612213431448698,0.7295104606418433,0.6524089166873492,0.6694323338049779
top_p_0.3,3,0.5505480397958009,0.2732299172784545,0.2416790041007518,0.6465160971159464,0.6907659749408345,0.6790442466022272,0.6130198737314835,0.7237359165186341,0.6507383515916487,0.6666345971109984
top_p_0.3,4,0.5548653734158402,0.266132933700532,0.2367347031594081,0.6334071278572082,0.7131788551807403,0.7513900865745449,0.6220955084043589,0.7576016434270059,0.7215998437699171,0.7131717705439568
