issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.29627396033195064,0.13344509402640342,0.14938125198478813,0.6138290506142836,0.6076580478594853,0.3102446569258303,0.5696098654724844,0.5974286889950786,0.34962637292755,0.4567273960802359
2.0,0.2718900236459706,0.1236226880009349,0.1399270544575391,0.6119751890500387,0.5866418500741323,0.2894008204762921,0.5672891822209246,0.5966438018092035,0.28748025487056134,0.43520351484424535
3.0,0.266497915066227,0.12009992501826892,0.1379349362603932,0.6020661612351735,0.5785995751619339,0.26195659629984613,0.525537710299875,0.5822400125861215,0.2589707661853153,0.40717627134278944
4.0,0.2729891638012175,0.11764697801996934,0.13868658253656643,0.6020506829023361,0.5903035506606102,0.24440659413897253,0.5681727086204361,0.5782857618167745,0.25206123481644227,0.41073157484815637
5.0,0.2552884056772083,0.11401240262089858,0.13165950110736457,0.6003312289714813,0.6064331978559494,0.38030806112547966,0.5871030784049965,0.5214166886210387,0.451053140752283,0.4849702422259495
6.0,0.32357737205520765,0.1493793740071271,0.1715897172862621,0.6292182207107544,0.6388242443402609,0.4203389884778716,0.6620788672889547,0.6210735749316605,0.5162968409121474,0.5549470679026586
7.0,0.2625361290963948,0.11648382892952087,0.1329007948414853,0.611183762550354,0.6145242580345699,0.3433072216375625,0.5788952459082282,0.5809467690826111,0.4504527644014541,0.488400500257464
8.0,0.28831850984039875,0.13428570210253354,0.15121008473369296,0.6165847277295762,0.6006024300620176,0.3036596065531449,0.5904030879913301,0.5835583276645699,0.3552791768505596,0.45822504976490114
9.0,0.28642910143673733,0.13180607943620895,0.15003392078730637,0.6126295011490583,0.5988774592988193,0.3186938189771231,0.5881199766122065,0.6034777035822566,0.3681897248970108,0.46962030601714927
10.0,0.273276629834312,0.12729097018290375,0.14497461870338899,0.6132142610020108,0.6035804925141511,0.3735961681803073,0.5911858813101308,0.6284062363817837,0.3777404475914934,0.4927321833659288
12.0,0.3238771833575503,0.1588253627068216,0.1722947033502732,0.6214318200945854,0.5488595217466354,0.22420813113183347,0.5436500161189548,0.6336503346298862,0.22904974590454238,0.4076395569463042
13.0,0.2342607889358416,0.11348994311011597,0.12939979841937801,0.6133698225021362,0.6195154984792074,0.41884072138886413,0.5620569378242454,0.603800632970218,0.3524237912538081,0.48428052085928397
14.0,0.2391817466561762,0.119779353821907,0.1589299763965381,0.6189007759094238,0.6953892111778259,0.4453099129816337,0.7047756222262206,0.8709212831994272,0.5725705906240613,0.6483943522578357
