decisionDirection,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5006972341590501,0.21317356390095876,0.19383499749595645,0.6053124632089193,0.654448673925327,0.2257093625736734,0.5581703818463227,0.69942365397513,0.2418436025612744,0.4312867502391001
2.0,0.4984799876888322,0.21346432238699625,0.1959226530007171,0.6029296599982078,0.6434980206322252,0.24632007564154176,0.5535271798551213,0.6978489674584478,0.26097252550717864,0.4396671871155724
