Model Name,voteDistribution,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
top_k_10,0.6666666666666666,0.5707136925816311,0.2775475905628997,0.2429959613871754,0.6416446458209645,0.7179106972434304,0.7814322395972044,0.6126646792154125,0.7280902827541397,0.7610865222628772,0.7208184309574083
top_k_10,0.7142857142857143,0.5929319371727747,0.27129750982962,0.25,0.6596713662147522,0.5005326867103577,0.0768791754342123,0.4621307702051465,0.6863348436477869,0.1316438222787254,0.3392471528914678
top_k_10,0.75,0.5703862500487885,0.2861827034478135,0.2585661158228721,0.653058817753425,0.7218324633745047,0.8195336712392703,0.6238232017404066,0.7579978973999862,0.7961906900674272,0.7493863651117726
top_k_10,0.7777777777777778,0.5624733846513602,0.2754575143487938,0.24354340664141,0.6481514513492584,0.6973794066905975,0.7416341470654647,0.5884542025772866,0.7281649871711194,0.724724210217569,0.69574438675786
top_k_10,0.875,0.5605511344716844,0.2747163390245518,0.2443776880800902,0.6332650462786357,0.702606217066447,0.708685071776209,0.6083307838732356,0.7548511093091599,0.6713777132835284,0.6858111695605332
top_k_10,0.8888888888888888,0.5827322637260288,0.2866453029284898,0.2659366615523104,0.6561412124922781,0.7081137714963971,0.7310110145446049,0.6230291725266619,0.7341638087984327,0.726698112171276,0.7037255270102438
top_k_10,1.0,0.5737120158323418,0.2880161945141574,0.2571721199464396,0.6540362440933616,0.6905382851422843,0.7153206897850688,0.6263532815946876,0.7236659496427225,0.6975813797722296,0.6907303251986772
top_k_75,0.5555555555555556,0.5330036724591242,0.2598766736198556,0.2323716802935174,0.6473000585486036,0.7065408875089173,0.7674510726341722,0.6014258473199463,0.7337923524334922,0.7455728732717912,0.7120605364148506
top_k_75,0.5714285714285714,0.4062104018308828,0.1884991213025894,0.178244265062384,0.6380610764026642,0.6968816518783569,0.825883413593741,0.6455636359675563,0.7676803986531813,0.6939946349526429,0.7332805207917803
top_k_75,0.625,0.546190209058144,0.2707093749902994,0.2471262265696068,0.6427208483219147,0.70874924659729,0.6307879885329389,0.6341183577240835,0.7445989301197388,0.6166775596086018,0.6565457089963408
top_k_75,0.6666666666666666,0.5509383624711048,0.2690084321941081,0.2404394120818609,0.6388699184764516,0.7095448992469094,0.7331625631547725,0.6098482634594565,0.7400189135140665,0.7004879820707898,0.6958794305497714
top_k_75,0.7142857142857143,0.5870098039215687,0.256441717791411,0.230392156862745,0.6426714062690735,0.6420391201972961,0.8965085208256716,0.6082037657962484,0.7294851595818995,0.8690071172443242,0.775801140862036
top_k_75,0.75,0.5508904753049323,0.279030957932483,0.2498241375724498,0.6477673282990088,0.7106400086329534,0.6519640198993135,0.6007645811288355,0.720198157649923,0.5959795850830296,0.6422265859402754
top_k_75,0.7777777777777778,0.5576439535437061,0.2754735493110815,0.2466835937165754,0.6450864100456237,0.6838635438680649,0.701547381472373,0.5911385469306619,0.7319427820222121,0.6934168797675168,0.679511397548191
top_k_75,0.875,0.5734268656231226,0.2785039974413594,0.2542920417927269,0.6374786019325256,0.6887577533721924,0.7842836028400402,0.6227081912441096,0.7607022895442742,0.7568499588401785,0.7311360106171506
top_k_75,0.8888888888888888,0.5917401653803863,0.2916630361399907,0.2650184043985776,0.6586708209731362,0.7035384810332096,0.7405986557550712,0.6157529615122683,0.7409750541112007,0.7284263932257329,0.7064382661510683
top_k_75,1.0,0.5777323860406811,0.2880221231894569,0.2564584185272536,0.6513682583631095,0.6899148610941435,0.7109648678433615,0.6197362649325224,0.7170364928243368,0.6833773877546133,0.6827787533387084
top_k_250,0.5555555555555556,0.552890927305466,0.2688661626458357,0.2373378979500245,0.6486104289326099,0.7052421974479606,0.7603882402935468,0.6016376337991085,0.7320046292285678,0.7456672664806288,0.7099244424504629
