Model Name,issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
top_k_250,9.0,0.5803037418175567,0.2927936843579206,0.2601317850860674,0.6559034641832113,0.6905881431885064,0.7453937967690045,0.6129726199368667,0.7250763469448704,0.7360616900915832,0.7048761134355812
top_k_250,10.0,0.5589120348243953,0.2656496838272108,0.2329382410685225,0.6420779780105308,0.6871635891773082,0.7243041852202877,0.6047627769809422,0.7145280805371812,0.7083889951624562,0.6879960094752169
top_k_250,12.0,0.5612215236823922,0.2757958697616363,0.2445843587585217,0.6479742079973221,0.6576611697673798,0.6860913251252693,0.614864796784758,0.7237931668210886,0.6239702100862917,0.6621798747043519
top_k_250,13.0,0.4334606113039332,0.2260095666907519,0.2013023377456881,0.6326803465684255,0.7060456077257792,0.5821003812196094,0.6030585074082767,0.7394760300346696,0.4900197739104511,0.6036636731432516
top_k_250,14.0,0.6499454743729552,0.3602620087336245,0.3097055616139585,0.6746126413345337,0.7072045207023621,0.7761395229065098,0.6407600608986826,0.6815517642882647,0.7296040967538249,0.7070138612118204
top_k_50,1.0,0.571015123485851,0.2767141717125187,0.2476660370793522,0.6516688401882466,0.7092764826921316,0.7157568327869005,0.616780016712534,0.7207356083161748,0.689330327616902,0.6856506963581278
top_k_50,2.0,0.5442193557773622,0.2675070647960312,0.2375964230597358,0.6442405607965257,0.7004432088798946,0.7358078896709117,0.6052779443054702,0.7267965943514737,0.7078998206616859,0.6939455622473854
top_k_50,3.0,0.5423889494790295,0.2714021030150448,0.2424343851399373,0.6399781107902527,0.7244940559069316,0.7976125683987987,0.6008276814959991,0.7479364569326706,0.7327184309092132,0.7197737844341704
top_k_50,4.0,0.5518932043598724,0.2699527083437073,0.2461572740429456,0.6437198936939239,0.7129256188869476,0.7106136087587629,0.6175436331247286,0.7536319454214166,0.7058804703579761,0.6969174144157211
top_k_50,5.0,0.5528405645630177,0.2709196635561949,0.2419736757376487,0.6547134339809417,0.6976574003696442,0.8037283057262465,0.5786724107538583,0.7238078570370395,0.7633989646291173,0.7174018845365654
top_k_50,6.0,0.5585118649335463,0.2758740386357738,0.2591211925931382,0.6528652906417847,0.699414438671536,0.6293437053540835,0.681050571891606,0.7333010442681785,0.6393871675356189,0.6707706222623717
top_k_50,7.0,0.5546670171048858,0.2765854353206615,0.2409685003027733,0.6392512576920646,0.7131477424076625,0.78822918824393,0.6147930577359723,0.7407276810685025,0.7470564456110603,0.7227015931648663
top_k_50,8.0,0.5688431460000462,0.2796034142343958,0.2489396873638215,0.6502681499806003,0.6884470992330192,0.7381074861908763,0.6145844373282693,0.7353339287757871,0.7111527648421979,0.6997946542842827
top_k_50,9.0,0.5690309011405518,0.2863155704205118,0.2562779501940521,0.6522413324564695,0.6842818902805448,0.7283915703432042,0.6106557983802505,0.7387966280211714,0.7129993440691538,0.697710835203445
top_k_50,10.0,0.5742784332158265,0.2803978862143283,0.2468354565766607,0.6479980481995476,0.6960339744885763,0.7596644790097772,0.6088244297869984,0.7395963446710655,0.7397376362191207,0.7119557224217404
