issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.571015123485851,0.2767141717125187,0.2476660370793522,0.6516688401882466,0.7092764826921316,0.7157568327869005,0.616780016712534,0.7207356083161748,0.689330327616902,0.6856506963581278
2.0,0.5442193557773622,0.2675070647960312,0.23759642305973586,0.6442405607965257,0.7004432088798946,0.7358078896709117,0.6052779443054702,0.7267965943514737,0.7078998206616859,0.6939455622473854
3.0,0.5423889494790295,0.2714021030150448,0.24243438513993737,0.6399781107902527,0.7244940559069316,0.7976125683987987,0.6008276814959991,0.7479364569326706,0.7327184309092132,0.7197737844341704
4.0,0.5518932043598724,0.2699527083437073,0.24615727404294563,0.6437198936939239,0.7129256188869476,0.7106136087587629,0.6175436331247286,0.7536319454214166,0.7058804703579761,0.6969174144157211
5.0,0.5528405645630177,0.2709196635561949,0.24197367573764872,0.6547134339809417,0.6976574003696442,0.8037283057262465,0.5786724107538583,0.7238078570370395,0.7633989646291173,0.7174018845365654
6.0,0.5585118649335463,0.2758740386357738,0.25912119259313826,0.6528652906417847,0.699414438671536,0.6293437053540835,0.681050571891606,0.7333010442681785,0.6393871675356189,0.6707706222623717
7.0,0.5546670171048858,0.27658543532066154,0.24096850030277336,0.6392512576920646,0.7131477424076625,0.78822918824393,0.6147930577359723,0.7407276810685025,0.7470564456110603,0.7227015931648663
8.0,0.5688431460000462,0.2796034142343958,0.24893968736382152,0.6502681499806003,0.6884470992330192,0.7381074861908763,0.6145844373282693,0.7353339287757871,0.7111527648421979,0.6997946542842827
9.0,0.5690309011405518,0.28631557042051187,0.2562779501940521,0.6522413324564695,0.6842818902805448,0.7283915703432042,0.6106557983802505,0.7387966280211714,0.7129993440691538,0.697710835203445
10.0,0.5742784332158265,0.2803978862143283,0.24683545657666073,0.6479980481995476,0.6960339744885763,0.7596644790097772,0.6088244297869984,0.7395963446710655,0.7397376362191207,0.7119557224217404
12.0,0.5694600350002008,0.2879344207251602,0.2557379451669249,0.6532425582408905,0.6632912307977676,0.75857264777978,0.6296925073126012,0.7631310906793999,0.7217162407898352,0.718278121640404
13.0,0.46413809001881495,0.24928037255841975,0.22784102657689342,0.6358910302321116,0.7081340650717417,0.7517736389665952,0.651674943183156,0.7426011787852914,0.6980186460081851,0.7110171017358069
14.0,0.6628506010303377,0.388538681948424,0.3319977103606181,0.6698019504547119,0.7896984219551086,0.865354932649139,0.6518472590638601,0.7256527174191406,0.839931317123646,0.7706965565639464
